TYPE,WDPAID,WDPA_PID,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,MARINE,STATUS_YR,age,GOV_TYPE,GOV_CAT,MANG_AUTH,ISO3,pop,logpop,veg_diversity,veg_factor,AREA,logArea,mean_access,logAccess,temp,meanbirdpop,meanmampop,meansppop,Visitation_rate,logVis
Polygon,136129,136129,Glen Beasdale,Glen Beasdale,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1964,56,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,2595.619641,3.414241052,6,Mosaic,5.445986635,0.736076571,112.9,2.052693942,8.855769157,487.5,18.5,506,#N/A,0
Polygon,135842,135842,Glen Callater,Glen Callater,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1972,48,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,993.498005,2.997166999,4,Mosaic,15.089709,1.178680865,56.75,1.753965866,4.853124991,400,70,470,#N/A,0
Polygon,136043,136043,Glen Coe,Glen Coe,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1964,56,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,4418.453827,3.645270321,8,Mosaic,31.69312989,1.500965131,77.17391304,1.887470521,6.079656867,390.5,0,390.5,#N/A,0
Polygon,183434,183434,Glen Creran Woods,Glen Creran Woods,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1963,57,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,6432.595901,3.80838627,5,Mosaic,7.0388913,0.847504259,90.66666667,1.957447649,7.878472249,475,0,475,#N/A,0
Polygon,135010,135010,Glen Falloch Pinewood,Glen Falloch Pinewood,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1990,30,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,745.3590411,2.872365524,2,Mosaic,1.208479949,0.082239449,36.33333333,1.560305243,6.925000032,473,27,500,#N/A,0
Polygon,135379,135379,Glen Lochay Woods,Glen Lochay Woods,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1990,30,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,1720.252199,3.235592122,3,Mosaic,2.161108825,0.334676637,66.5,1.822821645,6.548611164,544,52,596,#N/A,0
Polygon,135762,135762,Glen Ralloch to Baravalla Woods,Glen Ralloch to Baravalla Woods,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1974,46,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,2429.202201,3.385463666,3,Mosaic,2.410992518,0.382195863,72,1.857332496,9.594444593,427,44.33333333,471.3333333,#N/A,0
Polygon,136138,136138,Glen Strathfarrar,Glen Strathfarrar,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1965,55,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,712.9708448,2.853071771,5,Mosaic,39.10825188,1.592268404,156.4761905,2.194448264,7.236011908,530,16,546,#N/A,0
Polygon,1487,1487,Glen Tanar,Glen Tanar,National Nature Reserve,National Nature Reserve,National,0,1979,41,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,7945.837079,3.900139656,3,Mosaic,41.78109215,1.620979788,49.52941176,1.69486317,6.953235295,593,0,593,#N/A,0
Polygon,136050,136050,Glen Tarff,Glen Tarff,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1975,45,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,1644.631398,3.216068577,3,Mosaic,2.692833312,0.430209471,124.2857143,2.094421213,7.028571538,464,0,464,#N/A,0
Polygon,135247,135247,Glenartney Juniper Wood,Glenartney Juniper Wood,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1983,37,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,3306.616258,3.519383797,2,Mosaic,1.015652303,0.006745058,29,1.462397998,7.975000024,526,0,526,#N/A,0
Polygon,555581002,555581002,Glenborrodale,Glenborrodale,Nature Reserve,Nature Reserve,National,0,1989,31,Joint governance,B,"RSPB, Scottish Natural Heritage, Other ",GBR,259.1749688,2.413593055,3,Mosaic,1.014946052,0.006442959,120.5,2.080987047,9.047222137,476,56,532,#N/A,0
Polygon,135140,135140,Glendoe Lochans,Glendoe Lochans,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1995,25,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,1469.440026,3.167151865,4,Mosaic,2.539868042,0.404811154,149,2.173186268,5.19333334,429,0,429,#N/A,0
Polygon,555586462,555586462,Glenlude,Glenlude,Wildland reserve,Wildland reserve,National,0,2004,16,Non-profit organisations,C,John Muir Trust,GBR,9249.559505,3.966121051,4,Mosaic,1.488781674,0.172831014,29,1.462397998,6.987499952,503.5,0,503.5,#N/A,0
Polygon,135778,135778,Glims Moss and Durka Dale,Glims Moss and Durka Dale,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1973,47,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,5183.576808,3.714629538,3,Mosaic,2.185140516,0.33947937,282.4,2.450864692,7.744999981,504,0,504,#N/A,0
Polygon,139190,139190,Glynllifon,Glynllifon,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1993,27,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,48652.82877,4.687108096,4,Grassland,1.929053516,0.285344276,67.4,1.828659897,9.77361091,510,0,510,#N/A,0
Polygon,138549,138549,Godrevy Head To St Agnes,Godrevy Head To St Agnes,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1989,31,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,112341.3836,5.050539768,8,Mosaic,6.237976351,0.795043724,58.36363636,1.766142343,10.84666662,286.25,0,286.25,#N/A,0
Polygon,555581339,555581339,Godrevy to Portreath,Godrevy to Portreath,Nature Reserve,Nature Reserve,National,1,1939,81,Non-profit organisations,C,National Trust,GBR,93682.60624,4.971658964,5,Grassland,2.330219172,0.367396771,60,1.77815125,10.88749981,364.5,0,364.5,#N/A,0
Polygon,20583,20583,Godrevy-Portreath,Godrevy-Portreath,Heritage Coast,Heritage Coast,National,0,1986,34,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales",GBR,100942.5435,5.004074244,6,Water bodies,26.06173172,1.41600327,60.69565217,1.783157582,10.86541667,262.3333333,0,262.3333333,#N/A,0
Polygon,555581340,555581340,Golden Cap,Golden Cap,Nature Reserve,Nature Reserve,National,0,1961,59,Non-profit organisations,C,National Trust,GBR,53320.98404,4.726898156,7,Grassland,5.16025445,0.712671117,28.66666667,1.457377197,10.31547615,442,0,442,#N/A,0
Polygon,138578,138578,Goonhilly Downs,Goonhilly Downs,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1993,27,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,36746.53387,4.56521638,3,Mosaic,12.67759406,1.103036841,70.63636364,1.849028334,10.71325775,417,58.66666667,475.6666667,#N/A,0
Polygon,138094,138094,Gouthwaite Reservoir,Gouthwaite Reservoir,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1984,36,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,6323.961649,3.800989228,5,Water bodies,1.500356165,0.176194367,21.66666667,1.335792102,8.48333327,516,0,516,#N/A,0
Polygon,139385,139385,Gower Coast: Rhossili to Porteynon,Gower Coast: Rhossili to Porteynon,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,1,1953,67,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,9571.501645,3.980980078,7,Mosaic,3.611829095,0.557727192,13.33333333,1.124938736,10.50000024,346.3333333,27.33333333,373.6666666,#N/A,0
Polygon,138295,138295,Goyt Valley,Goyt Valley,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1990,30,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,134122.8392,5.127502738,4,Mosaic,13.31033536,1.124188998,7.740740741,0.888782522,7.522530874,538.5,0,538.5,#N/A,0
Polygon,137895,137895,Grafham Water,Grafham Water,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1986,34,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,74981.08193,4.874951703,6,Water bodies,8.052649803,0.905938813,15.5625,1.192079364,9.721428599,611,0,611,#N/A,0
Polygon,139387,139387,"Graig Fawr, Pontardulais","Graig Fawr, Pontardulais",Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1979,41,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,211693.4538,5.325707429,3,Grassland,3.381207176,0.529071782,13.85714286,1.141673694,9.483333451,518,0,518,#N/A,0
Polygon,169870,169870,Graveland,Graveland,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,2000,20,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,1448.258869,3.160846197,6,Mosaic,8.501661726,0.929503821,741.5,2.870111155,7.703240739,263,0,263,#N/A,0
Polygon,555581030,555581030,Great Bells Farm,Great Bells Farm,Nature Reserve,Nature Reserve,National,0,2010,10,Joint governance,B,"RSPB, Natural England",GBR,99121.04584,4.996165876,4,Cropland,1.959884237,0.29223042,20,1.301029996,10.40833314,267,34,301,#N/A,0
Polygon,140956,140956,Great Yarmouth North Denes,Great Yarmouth North Denes,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1992,28,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,108914.6218,5.037086188,6,Sparse vegetation or bare,1.00494159,0.00214082,0.602349329,-0.220151569,9.917485109,503,98,601,#N/A,0
Polygon,135849,135849,Green Hill of Strathdon,Green Hill of Strathdon,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1971,49,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,857.1702156,2.933067072,4,Mosaic,6.395310418,0.805861629,54.06666667,1.732929595,6.497222265,437,0,437,#N/A,0
Polygon,138504,138504,Greenham and Crookham Commons,Greenham and Crookham Commons,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1994,26,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,117880.0698,5.071440384,5,Mosaic,2.802614756,0.447563404,3.5,0.544068044,9.906944116,643.5,0,643.5,#N/A,0
Polygon,135418,135418,Greenlaw Moor,Greenlaw Moor,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1961,59,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,14935.71619,4.174226053,6,Mosaic,11.68488002,1.067624257,39.17857143,1.593048596,7.620833346,485,0,485,#N/A,0
Polygon,555595741,555595741,Gregynog,Gregynog,National Nature Reserve,National Nature Reserve,National,0,2013,7,Federal or national ministry or agency,A,"Natural England, Scottish Natural Heritage, Natural Resources Wales and Department of Environment Northern Ireland",GBR,24999.30285,4.397927898,4,Grassland,2.139172303,0.330245767,32.25,1.508529719,8.585416555,423,110.5,533.5,#N/A,0
Polygon,140523,140523,Grenofen Wood and West Down,Grenofen Wood and West Down,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1984,36,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,149549.6981,5.174785541,3,Mosaic,1.02448645,0.010506219,9,0.954242509,10.30555566,458,0,458,#N/A,0
Polygon,555624722,555624722,Grey Hill Grassland,Grey Hill Grassland,Nature Reserve,Nature Reserve,National,0,1990,30,Collaborative governance,B,Scottish Wildlife Trust,GBR,8824.759913,3.945702899,3,Grassland,3.275199282,0.51523773,48.85714286,1.688928066,8.497619084,429,0,429,#N/A,0
Polygon,555581031,555581031,Greylake,Greylake,Nature Reserve,Nature Reserve,National,0,2003,17,Joint governance,B,"RSPB, Natural England, Other",GBR,72712.12204,4.861606819,1,Grassland,1.316047162,0.119271453,13,1.113943352,10.40555541,560,0,560,#N/A,0
Polygon,555581351,555581351,Greys Court,Greys Court,Nature Reserve,Nature Reserve,National,0,1969,51,Non-profit organisations,C,National Trust,GBR,272877.8226,5.435968241,3,Mosaic,1.23793019,0.092696154,6.5,0.812913357,9.929166794,595,0,595,#N/A,0
Polygon,4884,4884,Gribbin Head-Polperro,Gribbin Head-Polperro,Heritage Coast,Heritage Coast,National,0,1986,34,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales",GBR,89104.55903,4.949899925,9,Water bodies,60.00149299,1.778162057,27.02380952,1.431746571,10.58333341,0,0,0,#N/A,0
Polygon,135626,135626,Gribun Shore and Crags,Gribun Shore and Crags,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1963,57,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,237.1420435,2.375008558,5,Mosaic,2.242958936,0.350821323,131.75,2.119750624,9.194444656,489,0,489,#N/A,0
Polygon,138454,138454,Grimsthorpe Park,Grimsthorpe Park,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1986,34,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,56004.30393,4.748221404,4,Cropland,1.163847629,0.065896126,18.66666667,1.271066772,9.430555662,461.3333333,71,532.3333333,#N/A,0
Polygon,139400,139400,Gronant Dunes and Talacre Warren,Gronant Dunes and Talacre Warren,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,1,1971,49,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,74847.22651,4.874175712,4,Water bodies,5.178191555,0.714178112,22.71428571,1.356299084,9.903333473,433.5,83.5,517,#N/A,0
Polygon,135120,135120,Grudie Peatlands,Grudie Peatlands,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1993,27,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,1608.780574,3.206496814,8,Mosaic,47.65607369,1.678118259,184.2761905,2.265469226,7.200396851,445.4,0,445.4,#N/A,0
Polygon,135782,135782,Gull Nest,Gull Nest,Site of Special Scientific Interest (UK),Site of Special Scientific Interest (GB),National,0,1971,49,Federal or national ministry or agency,A,"Natural England, Natural Resources Wales, Scottish Natural Heritage",GBR,35048.31463,4.544667139,2,Mosaic,2.544039713,0.405523886,75.5,1.877946952,7.297916651,451,0,451,#N/A,0
Polygon,555581353,555581353,Gunby Hall Estate,Gunby Hall Estate,Nature Reserve,Nature Reserve,National,0,1944,76,Non-profit organisations,C,National Trust,GBR,46286.05694,4.665450185,3,Cropland,1.552519649,0.191037105,28,1.447158031,9.619444529,429,0,429,#N/A,0
Polygon,555581064,555581064,Gwenffrwd/Dinas,Gwenffrwd/Dinas,Nature Reserve,Nature Reserve,National,0,1967,53,Joint governance,B,"RSPB, Natural Resource Wales, Other",GBR,4290.706573,3.632528816,5,Mosaic,6.826078203,0.834171259,52.85714286,1.723103684,8.272023746,457,90,547,#N/A,0
